year,<1300cc,1300cc - 1900cc,>1900cc
2007,15016.68549668065,19090.793380861298,21104.724226528208
2006,14721.850993377484,18777.46291919741,20698.907492795388
2005,14432.161158559227,18485.190375183774,20281.723505092265
2004,14161.619529531223,18127.373136024446,19862.68669527897
2003,13879.143281294895,17734.940368434913,19514.25592047559
2002,13567.784721156502,17338.03849850419,19198.590350445957
2001,13230.561591565207,17056.463681566205,18816.400057253275
2000,12921.57923740367,16421.65437801872,18460.217178928382
1999,12654.780955182485,16063.01172972973,18100.181493603093
1998,12452.927280658027,15865.325200862238,17711.21468298109
1997,12200.1574814948,15442.509150576818,17363.794236311238
1996,12060.429664893121,15128.742677589496,17031.998288648032
1995,11815.56367131187,14983.385475638052,16720.442965779468
1994,11541.41346395378,14659.155260602136,16401.4315129812
1993,11263.879360185007,14427.88029770519,16080.776739841196
1992,11042.203459459459,14385.422588396841,15745.536488027366
1991,10818.668231750531,14356.108661794657,15363.652118751586
